,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_date,wait_min,cleanliness,safety,satisfaction
2037,2111,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,100,Clean,Somewhat safe,Somewhat satsified
2038,1878,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,180,Somewhat clean,Somewhat safe,Somewhat satsified
2039,2893,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175,Average,Somewhat safe,Neutral
2040,3043,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,2018-12-31,230,Somewhat clean,Very safe,Somewhat satsified
2041,369,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
2042,1720,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150,Clean,Very safe,Somewhat satsified
2043,2712,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,200,Somewhat clean,Very safe,Somewhat satsified
2044,2135,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,95,Average,Very safe,Neutral
2045,1384,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,90,Somewhat clean,Very safe,Somewhat satsified
2046,2895,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160,Somewhat clean,Very safe,Somewhat satsified
2047,804,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155,Somewhat clean,Very safe,Neutral
2048,2507,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139,Average,Very safe,Somewhat satsified
2049,992,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,220,Somewhat clean,Somewhat safe,Somewhat satsified
2050,382,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,145,Clean,Somewhat safe,Neutral
2051,625,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,65,Somewhat clean,Somewhat safe,Somewhat satsified
2052,3110,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,95,Somewhat clean,Somewhat safe,Very satisfied
2053,1535,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,275,Clean,Very safe,Somewhat satsified
2054,1307,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,110,Clean,Somewhat safe,Very satisfied
2055,760,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120,Clean,Very safe,Very satisfied
2056,2772,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90,Somewhat clean,Very safe,Somewhat satsified
2057,1802,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,205,Somewhat clean,Somewhat safe,Somewhat satsified
2058,545,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,165,Average,Very safe,Somewhat satsified
2059,1691,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155,Average,Somewhat safe,Neutral
2060,1495,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179,Somewhat clean,Neutral,Neutral
2061,362,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,95,Clean,Very safe,Very satisfied
2062,1442,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,340,Average,Very safe,Neutral
2063,963,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Very safe,Somewhat satsified
2064,1401,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,120,Clean,Very safe,Very satisfied
2065,838,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155,Average,Neutral,Neutral
2066,3119,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173,Somewhat clean,Very safe,Somewhat satsified
2067,379,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,105,Clean,Neutral,Somewhat satsified
2068,3273,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,145,Somewhat clean,Very safe,Neutral
2069,1831,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,285,Clean,Somewhat safe,Very satisfied
2070,2719,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
2071,2214,Thursday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,135,Somewhat dirty,Somewhat safe,Neutral
2072,1818,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,275,Clean,Somewhat safe,Somewhat satsified
2073,2623,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165,Clean,Very safe,Very satisfied
2074,1618,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,140,Average,Somewhat safe,Somewhat satsified
2075,1241,Thursday,CHINA EASTERN,SHANGHAI,Asia,    Hub,Gates 1-12,2018-12-31,180,Somewhat clean,Neutral,Neutral
2076,2588,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,83,Clean,Very safe,Very satisfied
2077,1481,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,175,Clean,Very safe,Very satisfied
2078,2944,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,135,Clean,Very safe,Very satisfied
2079,595,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,135,Clean,Very safe,Very satisfied
2080,2074,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,229,Average,Very safe,Somewhat satsified
2081,1284,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185,Clean,Somewhat safe,Somewhat satsified
2082,2129,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,970,Somewhat clean,Very safe,Somewhat satsified
2083,1158,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,75,Somewhat clean,Somewhat safe,Somewhat satsified
2084,2637,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150,Clean,Very safe,Very satisfied
2085,1359,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,245,Somewhat clean,Very safe,Somewhat satsified
2086,461,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,246,Somewhat clean,Somewhat safe,Somewhat satsified
2087,812,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,160,Somewhat clean,Neutral,Somewhat satsified
2088,799,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
2089,1316,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200,Somewhat clean,Somewhat safe,Somewhat satsified
2090,401,Sunday,UNITED,HOUSTON-BUSH,Midwest US,    Hub,Gates 70-90,2018-12-31,272,Somewhat clean,Very safe,Somewhat satsified
2091,3200,Sunday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-01-01,210,Somewhat clean,Somewhat safe,Somewhat satsified
2092,2536,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
2093,1591,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180,Clean,Very safe,Somewhat satsified
2094,723,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170,Somewhat clean,Somewhat safe,Somewhat satsified
2095,1997,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125,Somewhat clean,Very safe,Somewhat satsified
2096,2572,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,105,Somewhat clean,Somewhat safe,Neutral
2097,266,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,175,Average,Neutral,Neutral
2098,1039,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245,Somewhat clean,Neutral,Neutral
2099,2565,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165,Clean,Very safe,Very satisfied
2100,1692,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,307,Somewhat dirty,Neutral,Neutral
2101,1909,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145,Clean,Somewhat safe,Very satisfied
2102,3085,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,82,Somewhat clean,Somewhat safe,Somewhat satsified
2103,2643,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
2104,2182,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,885,Clean,Very safe,Somewhat satsified
2105,793,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,165,Somewhat clean,Somewhat safe,Neutral
2106,2188,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,150,Clean,Very safe,Very satisfied
2107,493,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,296,Somewhat clean,Neutral,Very satisfied
2108,2515,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,240,Average,Somewhat unsafe,Neutral
2109,2079,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,89,Somewhat clean,Somewhat safe,Neutral
2110,2833,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93,Clean,Somewhat safe,Somewhat satsified
2111,2722,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195,Average,Somewhat safe,Somewhat satsified
2112,2097,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
2113,2101,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,2018-12-31,91,Clean,Very safe,Very satisfied
2114,2774,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160,Somewhat clean,Neutral,Somewhat satsified
2115,2546,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135,Somewhat clean,Somewhat safe,Somewhat satsified
2116,1733,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150,Somewhat clean,Very safe,Somewhat satsified
2117,766,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,105,Somewhat clean,Neutral,Neutral
2118,243,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,2018-12-31,80,Somewhat clean,Very safe,Very satisfied
2119,2369,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,136,Clean,Very safe,Somewhat satsified
2120,709,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185,Average,Very safe,Neutral
2121,1999,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215,Clean,Very safe,Somewhat satsified
2122,2360,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105,Average,Somewhat safe,Somewhat satsified
2123,1868,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205,Somewhat clean,Very safe,Somewhat satsified
2124,2547,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,73,Clean,Somewhat safe,Very satisfied
2125,3051,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395,Average,Somewhat safe,Somewhat satsified
2126,2351,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,115,Clean,Very safe,Very satisfied
2127,330,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,2018-12-31,156,Somewhat clean,Somewhat safe,Somewhat satsified
2128,2828,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,123,Clean,Very safe,Somewhat satsified
2129,2421,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,2018-12-31,300,Clean,Very safe,Very satisfied
2130,2404,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,250,Somewhat clean,Very safe,Somewhat satsified
2131,968,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Somewhat safe,Somewhat satsified
2132,1823,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85,Somewhat clean,Neutral,Somewhat satsified
2133,2155,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125,Somewhat clean,Somewhat safe,Somewhat satsified
2134,1165,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105,Somewhat clean,Very safe,Somewhat satsified
2135,989,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145,Clean,Very safe,Somewhat satsified
2136,1606,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170,Clean,Somewhat safe,Somewhat satsified
2137,2179,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,270,Somewhat clean,Somewhat safe,Somewhat satsified
2138,6,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,140,Clean,Very safe,Very satisfied
2139,2811,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,85,Somewhat clean,Neutral,Neutral
2140,1709,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,300,Clean,Very safe,Somewhat satsified
2141,1464,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120,Clean,Somewhat safe,Very satisfied
2142,1852,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110,Clean,Very safe,Very satisfied
2143,2370,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210,Somewhat clean,Very safe,Somewhat satsified
2144,2116,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220,Average,Somewhat safe,Somewhat satsified
2145,1848,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135,Somewhat clean,Neutral,Somewhat satsified
2146,103,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
2147,2983,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105,Somewhat clean,Very safe,Somewhat satsified
2148,3140,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105,Somewhat clean,Somewhat safe,Somewhat satsified
2149,2355,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180,Somewhat clean,Somewhat safe,Somewhat satsified
2150,2803,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90,Clean,Very safe,Somewhat satsified
2151,2305,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195,Somewhat clean,Very safe,Neutral
2152,1156,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,60,Somewhat clean,Somewhat safe,Neutral
2153,1447,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209,Clean,Somewhat safe,Neutral
2154,553,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75,Somewhat clean,Somewhat safe,Somewhat satsified
2155,2927,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
2156,3003,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328,Clean,Somewhat safe,Very satisfied
2157,1128,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165,Clean,Somewhat safe,Somewhat satsified
2158,3209,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35,Average,Somewhat safe,Very unsatisfied
2159,586,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147,Somewhat clean,Very safe,Somewhat satsified
2160,1763,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205,Clean,Very safe,Somewhat satsified
2161,275,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82,Average,Somewhat safe,Neutral
2162,2587,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127,Somewhat clean,Somewhat safe,Neutral
2163,326,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100,Somewhat clean,Very safe,Somewhat satsified
2164,305,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115,Somewhat clean,Somewhat safe,Somewhat satsified
2165,2373,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121,Clean,Somewhat safe,Somewhat satsified
2166,1015,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122,Average,Somewhat safe,Neutral
2167,904,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120,Average,Neutral,Neutral
2168,2303,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120,Clean,Neutral,Somewhat satsified
2169,599,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162,Average,Very safe,Neutral
2170,1363,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
2171,1715,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105,Clean,Somewhat safe,Somewhat satsified
2172,1565,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,90,Average,Somewhat safe,Somewhat satsified
2173,2441,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180,Somewhat clean,Somewhat safe,Somewhat satsified
2174,428,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353,Somewhat clean,Somewhat safe,Somewhat satsified
2175,1842,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,255,Average,Neutral,Somewhat satsified
2176,877,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85,Somewhat clean,Very safe,Very satisfied
2177,1589,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,110,Clean,Somewhat safe,Very satisfied
2178,850,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
2179,3241,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,95,Clean,Very safe,Somewhat satsified
2180,1819,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,190,Somewhat clean,Very safe,Somewhat satsified
2181,2915,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,145,Somewhat clean,Very safe,Neutral
2182,1095,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,255,Somewhat clean,Very safe,Somewhat satsified
2183,1993,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95,Clean,Very safe,Somewhat satsified
2184,1267,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,30,Average,Neutral,Somewhat satsified
2185,2233,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,200,Somewhat clean,Somewhat safe,Somewhat satsified
2186,1309,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96,Average,Somewhat safe,Somewhat satsified
2187,517,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,2018-12-31,105,Clean,Very safe,Very satisfied
2188,615,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,245,Clean,Very safe,Very satisfied
2189,2350,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95,Somewhat clean,Very safe,Very satisfied
2190,3027,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,65,Average,Somewhat safe,Somewhat satsified
2191,2174,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,133,Somewhat clean,Very safe,Very satisfied
2192,1089,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105,Somewhat clean,Somewhat safe,Somewhat satsified
2193,1539,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,110,Clean,Very safe,Very satisfied
2194,528,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,90,Somewhat clean,Somewhat safe,Somewhat satsified
2195,474,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,861,Somewhat clean,Somewhat safe,Somewhat satsified
2196,1204,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75,Somewhat clean,Very safe,Somewhat satsified
2197,892,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205,Somewhat clean,Very safe,Somewhat satsified
2198,2601,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,97,Clean,Very safe,Neutral
2199,1846,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,145,Clean,Somewhat safe,Somewhat satsified
2200,628,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125,Clean,Very safe,Very satisfied
2201,2156,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,128,Somewhat clean,Somewhat safe,Neutral
2202,2175,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,93,Clean,Somewhat safe,Somewhat satsified
2203,1867,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
2204,457,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,150,Clean,Very safe,Very satisfied
2205,1063,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355,Average,Neutral,Neutral
2206,1183,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,85,Average,Very safe,Neutral
2207,1943,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185,Somewhat clean,Very safe,Neutral
2208,1619,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125,Somewhat clean,Somewhat safe,Neutral
2209,2923,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,45,Average,Neutral,Somewhat satsified
2210,1327,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,200,Clean,Very safe,Somewhat satsified
2211,3031,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110,Clean,Very safe,Somewhat satsified
2212,796,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130,Clean,Very safe,Somewhat satsified
2213,255,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,235,Clean,Very safe,Very satisfied
2214,1871,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,65,Somewhat clean,Very safe,Neutral
2215,2591,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117,Clean,Somewhat safe,Somewhat satsified
2216,3137,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,90,Somewhat clean,Somewhat safe,Somewhat satsified
2217,2076,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,59,Somewhat clean,Somewhat safe,Somewhat satsified
2218,489,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,208,Somewhat clean,Very safe,Very satisfied
2219,2419,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,155,Clean,Very safe,Somewhat satsified
2220,2910,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,141,Somewhat clean,Somewhat safe,Somewhat satsified
2221,2513,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150,Clean,Very safe,Very satisfied
2222,2002,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185,Somewhat clean,Very safe,Very satisfied
2223,3274,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130,Somewhat clean,Somewhat safe,Very satisfied
2224,1224,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55,Average,Somewhat safe,Neutral
2225,924,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,180,Clean,Very safe,Neutral
2226,3197,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180,Clean,Very safe,Somewhat satsified
2227,1781,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,150,Clean,Very safe,Very satisfied
2228,3077,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,217,Somewhat clean,Very safe,Very satisfied
